"eid","exercise","Short YouTube Demonstration","InDepth YouTube Explanation","Difficulty Level","Target Muscle Group","Prime Mover Muscle","Secondary Muscle","Tertiary Muscle","Primary Equipment","Secondary Equipment","Body Region","Force Type","mechanics","Primary Exercise Classification","setsxreps"
1655,"Barbell Back Rack Alternating Step Up","https://youtu.be/_iZ9bGw84H8?si=4Ff3XGU-WRY1uN0k",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
1656,"Barbell Front Rack Alternating Step Up","https://youtu.be/b8ldbeOnJEI?si=PBXslcF1v1YEXgGU",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
1657,"Ring Feet Elevated Pelican Push Up","https://youtu.be/HdaAXHcN0-M?si=fT7_2ec7wdcSALfm",NULL,"Expert","Chest","Pectoralis Major","Triceps Brachii","Biceps Brachii","Gymnastic Rings","Bench (Flat)","Upper Body","Push","Compound","Calisthenics","4x20"
1659,"Ring Tuck L Sit","https://youtu.be/Vuc-nodHS0Y?si=S81fiCUEtPrZUe6Z","https://youtu.be/NeJDHqCt-Iw?si=teutU9ZtUh-eMFtg","Intermediate","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Midsection","Other","Compound","Calisthenics","4x20"
1660,"Ring Tuck L Sit Hang","https://youtu.be/SLyOG8ujcu0?si=IAzc53JTuuKNMz90","https://youtu.be/U6vPgL10NT0?feature=shared","Intermediate","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Midsection","Other","Compound","Calisthenics","4x20"
1661,"Bar Tuck L Sit Hang","https://youtu.be/QA_dH6cjbw0?si=29xMuvVPe0ttRvvK",NULL,"Intermediate","Abdominals","Rectus Abdominis",NULL,NULL,"Pull Up Bar","None","Midsection","Other","Compound","Calisthenics","4x20"
1662,"Single Arm Kettlebell Overhead Alternating Lateral Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1663,"Single Arm Kettlebell Overhead Alternating Forward Lunge","https://youtu.be/LMStE_hD9E4?si=_iskUn08-BQH0mYu",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1664,"Ring Support Mountain Climber","https://youtu.be/5BaV4f58I3c?si=LhV-BmrDvHK1G_uI","https://youtu.be/H3M1UKeySQs?si=dbukNE8t9wj_3xyc","Intermediate","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Midsection","Other","Compound","Calisthenics","4x20"
1665,"Ring Feet Elevated Mountain Climber","https://youtu.be/kbPOFMH-Ivk?si=ftd7bXesKjVBgNrW",NULL,"Intermediate","Abdominals","Rectus Abdominis",NULL,NULL,"Gymnastic Rings","None","Midsection","Other","Compound","Calisthenics","4x20"
1666,"Single Arm Kettlebell Overhead Alternating Reverse Lunge","https://youtu.be/neuw_JknIms?si=QPBFpV8bvbtlFLfL",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1667,"Ring Dead Hang","https://youtu.be/uMcoQ-ijpsk",NULL,"Beginner","Back","Latissimus Dorsi",NULL,NULL,"Gymnastic Rings","None","Upper Body","Other","Compound","Calisthenics","4x20"
1668,"Parallette Kneeling Push Up","https://youtu.be/iHR7BprMyEc",NULL,"Beginner","Chest","Pectoralis Major",NULL,NULL,"Parallette Bars","None","Upper Body","Push","Compound","Calisthenics","4x20"
1669,"Clubbell Outside Circle","https://youtu.be/9lVJZ8o8nzM?si=4NnTRdg9x60PkNsZ","https://youtu.be/-MuseVIc0bg?si=Ud93xU7eP4DnCjdH","Intermediate","Abdominals","Rectus Abdominis","Gluteus Maximus","Brachioradialis","Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1676,"Single Arm Kettlebell Bottoms Up Overhead Alternating Lateral Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1677,"Single Arm Kettlebell Bottoms Up Overhead Alternating Forward Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1678,"Single Arm Kettlebell Bottoms Up Overhead Alternating Reverse Lunge","https://youtu.be/N4GPqbj8Nds?feature=shared",NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1681,"Resistance Band Lateral Raise","https://youtu.be/1feV0cW5U60?si=e6dhNFXt6CLSbkRE",NULL,"Beginner","Shoulders","Medial Deltoids",NULL,NULL,"Resistance Band","None","Upper Body","Push","Isolation","Bodybuilding","4x12"
1682,"Double Dumbbell Lateral Raise","https://youtu.be/XPPfnSEATJA?si=yNFrwT2Aj4G98NVF","https://youtu.be/3VcKaXpzqRo","Beginner","Shoulders","Medial Deltoids",NULL,NULL,"Dumbbell","None","Upper Body","Push","Isolation","Bodybuilding","4x12"
1684,"Double Dumbbell Seated Lateral Raise","https://youtu.be/GBo4Cj8i9VI?si=_ZCYRalndjXZl58y","https://youtu.be/3zohLHTjFH0","Beginner","Shoulders","Medial Deltoids",NULL,NULL,"Dumbbell","Bench (Flat)","Upper Body","Push","Isolation","Bodybuilding","4x12"
1689,"Single Arm Cable Lateral Raise","https://youtu.be/9s0F9lgTG0E?si=hlzVQJ0I5qgbvM45","https://youtu.be/FGU9j1P5L-w","Beginner","Shoulders","Medial Deltoids",NULL,NULL,"Cable","None","Upper Body","Push","Isolation","Bodybuilding","4x12"
1690,"Double Dumbbell Seated Overhead Press","https://youtu.be/3GFZpOYu0pQ",NULL,"Beginner","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Dumbbell","Bench (Flat)","Upper Body","Push","Compound","Bodybuilding","4x12"
1691,"Double Dumbbell Overhead Press","https://youtu.be/AqzDJHxynwo?si=FpgeOvlc1u-WxGMb","https://youtu.be/M2rwvNhTOu0","Beginner","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Dumbbell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
1692,"Double Dumbbell Shrug","https://youtu.be/llSrlpd7TEE?si=7L7ARn0S6ByQmI59","https://youtu.be/cJRVVxmytaM","Beginner","Trapezius","Upper Trapezius",NULL,NULL,"Dumbbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1698,"Alternating Double Dumbbell Bicep Curl","https://youtu.be/WYezBGuUsdw","https://youtu.be/xxgxVU1NsNc","Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1699,"Alternating Double Dumbbell Incline Bench Bicep Curl","https://youtu.be/bgYt7ZgFc9M","https://youtu.be/soxrZlIl35U","Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","Bench (Incline)","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1700,"Alternating Double Dumbbell Hammer Curl","https://youtu.be/h46ccQsXDEk",NULL,"Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1701,"Alternating Double Dumbbell Cross Body Hammer Curl","https://youtu.be/buP9fSqWcw4?si=-lKec0VHJ1XbZYRH","https://youtu.be/0jLf1MYSp3c","Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1702,"Single Arm Dumbbell Incline Bench Preacher Curl","https://youtu.be/DPYrHeVKvQA",NULL,"Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","Bench (Incline)","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1703,"Dumbbell Crush Grip Bicep Curl","https://youtu.be/at2g_OGyuDE",NULL,"Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1704,"Double Dumbbell Zottman Curl","https://youtu.be/wrjEdVZrkhk","https://youtu.be/aAuOsw9D7Hc","Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1705,"Dumbbell Waiter Curl","https://youtu.be/DjgrEWlgGaY",NULL,"Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Dumbbell","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1706,"Cable Straight Bar Drag Curl","https://youtu.be/s_5mJUQqQpY?si=4zKcXdHvIHVCrn6n","https://youtu.be/3ib-M9kKSvU","Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Cable","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1707,"Cable Rope Hammer Curl","https://youtu.be/BXcSLzXrab4?si=KZPHi7uurh7Nb31j","https://youtu.be/vsarApmqJmo","Beginner","Biceps","Biceps Brachii","Brachialis","Brachioradialis","Cable","None","Upper Body","Pull","Isolation","Bodybuilding","4x12"
1708,"Kettlebell Goblet Alternating Lateral Lunge","https://youtu.be/Z8dcGhS8giQ?si=iQZ35AJwvoHewxyk",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1710,"Double Dumbbell Tricep Kickback","https://youtu.be/m_UlDFNX4mk?si=FAleOyAOFc4IiSBT","https://youtu.be/ShCYaoHmWmk","Beginner","Triceps","Triceps Brachii",NULL,NULL,"Dumbbell","None","Upper Body","Push","Isolation","Bodybuilding","4x12"
1717,"Dumbbell Seated Overhead Tricep Extension","https://youtu.be/-aBcUgsn8Dc","https://youtu.be/nRiJVZDpdL0","Beginner","Triceps","Triceps Brachii",NULL,NULL,"Dumbbell","Bench (Flat)","Upper Body","Push","Isolation","Bodybuilding","4x12"
1720,"Dumbbell Overhead Tricep Extension","https://youtu.be/7h3lG2WnLXg","https://youtu.be/-Vyt2QdsR7E","Beginner","Triceps","Triceps Brachii",NULL,NULL,"Dumbbell","None","Upper Body","Push","Isolation","Bodybuilding","4x12"
1721,"Double Dumbbell Close Grip Floor Press","https://youtu.be/s6ydoB3ktlI",NULL,"Beginner","Triceps","Triceps Brachii","Pectoralis Major","Anterior Deltoids","Dumbbell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
1724,"Suspension Bulgarian Split Squat","https://youtu.be/BnLkbAGE4b4?si=mRL2wc8pDdJKZNbY","https://youtu.be/fwyXHjQHahE?si=yPUP0ZC5mO7XZfqm","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Suspension Trainer","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1732,"Double Dumbbell Close Grip Bench Press","https://youtu.be/bo6bVNho2v8?si=hNk_wo1PWsqhkRyo","https://youtu.be/zZX5AGyg3VQ","Beginner","Triceps","Triceps Brachii","Pectoralis Major","Anterior Deltoids","Dumbbell","Bench (Flat)","Upper Body","Push","Compound","Bodybuilding","4x12"
1733,"Double Clubbell Inside Pendulum",NULL,NULL,"Intermediate","Abdominals","Obliques","Gluteus Maximus",NULL,"Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1734,"Single Arm Clubbell Outside Pendulum","https://youtu.be/nDGz-drTS1E?si=phIMAk1VibF9KzwH","https://youtu.be/SchCGLfQbjI?si=4uNXcTAfcXJIg1Zk","Intermediate","Abdominals","Obliques","Gluteus Maximus",NULL,"Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1735,"Double Clubbell Outside Pendulum",NULL,NULL,"Intermediate","Abdominals","Obliques","Gluteus Maximus",NULL,"Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1736,"Double Clubbell Inside Pendulum to Outside Pendulum",NULL,NULL,"Intermediate","Abdominals","Obliques","Gluteus Maximus",NULL,"Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1737,"Clubbell Outside Pendulum","https://youtu.be/8v5XgK3oeeE?si=kU1NrAcgDEWvlUj6","https://youtu.be/y9qsJ0bpmzs?si=igrSLxqXhCydTTCr","Intermediate","Abdominals","Obliques","Gluteus Maximus",NULL,"Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1738,"Double Clubbell Inside Circle",NULL,NULL,"Intermediate","Abdominals","Rectus Abdominis","Gluteus Maximus","Brachioradialis","Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1739,"Double Clubbell Outside Circle",NULL,NULL,"Intermediate","Abdominals","Rectus Abdominis","Gluteus Maximus","Brachioradialis","Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1740,"Clubbell Side to Side Swing",NULL,"https://youtu.be/W1CVv9d7S2s?si=zhItsVu0-7YPmT9k","Intermediate","Abdominals","Obliques","Gluteus Maximus",NULL,"Clubbell","None","Full Body","Other","Compound","Ballistics","4x10"
1741,"Double Dumbbell Close Grip Incline Bench Press","https://youtu.be/a2RWkUS7ja4?si=MlLBdANbCwT-w0d1",NULL,"Beginner","Triceps","Triceps Brachii","Pectoralis Major","Anterior Deltoids","Dumbbell","Bench (Incline)","Upper Body","Push","Compound","Bodybuilding","4x12"
1742,"Cable Rope Tricep Pushdown","https://youtu.be/e5aj8hhCPkA","https://youtu.be/kiuVA0gs3EI","Beginner","Triceps","Triceps Brachii",NULL,NULL,"Cable","None","Upper Body","Push","Isolation","Bodybuilding","4x12"
1743,"Barbell Incline Push Up","https://youtu.be/CKKfNBe687Q",NULL,"Beginner","Chest","Pectoralis Major","Triceps Brachii","Anterior Deltoids","Barbell","None","Upper Body","Push","Compound","Calisthenics","4x20"
1744,"Bodyweight Kneeling Push Up","https://youtu.be/TBpk09QuVN8","https://youtu.be/utzhPQuXWcA","Beginner","Chest","Pectoralis Major","Triceps Brachii","Anterior Deltoids","Bodyweight","None","Upper Body","Push","Compound","Calisthenics","4x20"
1748,"Stability Ball Dumbbell Pullover","https://youtu.be/TI1gb3GFUVA","https://youtu.be/clxR72S_Gpo","Beginner","Back","Latissimus Dorsi","Pectoralis Major","Triceps Brachii","Stability Ball","Dumbbell","Upper Body","Pull","Compound","Bodybuilding","4x12"
1749,"Tire Feet Elevated Glute Bridge",NULL,NULL,"Novice","Glutes","Gluteus Maximus",NULL,NULL,"Tire","None","Lower Body","Unsorted*","Compound","Bodybuilding","4x12"
1750,"Double Dumbbell Incline Bench Chest Fly","https://youtu.be/JSDpq14vCZ8?si=DX2UhxTVlOLFkyF3","https://youtu.be/bDaIL_zKbGs","Beginner","Chest","Pectoralis Major",NULL,NULL,"Dumbbell","Bench (Incline)","Upper Body","Push","Isolation","Bodybuilding","4x12"
1754,"Kettlebell Goblet Alternating Forward Lunge","https://youtu.be/wkMhmQ5wVWY?si=kFZCkvoaBfUNdjvU",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1755,"Double Dumbbell Suitcase Feet Elevated Calf Raise","https://youtu.be/UCfMPCfug60?si=hzjhqnpt1-9bHCWt","https://youtu.be/tkQ0GiXjnLY?si=YH5gL0smmH4Zzsp0","Novice","Calves","Gastrocnemius","Soleus",NULL,"Dumbbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1756,"Double Dumbbell Suitcase Calf Raise","https://youtu.be/wsOcmGYOn3M?si=2w1Cs0RdcdjnHLYG","https://youtu.be/Xfe4ZqiKvnY?si=SPmV8K7dm9_wENj9","Beginner","Calves","Gastrocnemius","Soleus",NULL,"Dumbbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1758,"Double Dumbbell Seated Calf Raise","https://youtu.be/3ZRe_QpvRPg?si=X5ees0OsHDogPrA9","https://youtu.be/v_49uUA_87Y?si=ELs6WJVxlAxiBxc1","Beginner","Calves","Soleus",NULL,NULL,"Dumbbell","Bench (Flat)","Lower Body","Push","Isolation","Bodybuilding","4x12"
1759,"Barbell Seated Calf Raise","https://youtu.be/hv00OCqm0HI?feature=shared",NULL,"Novice","Calves","Soleus",NULL,NULL,"Barbell","Bench (Flat)","Lower Body","Push","Isolation","Bodybuilding","4x12"
1760,"Double Clubbell Order Feet Elevated Calf Raise",NULL,NULL,"Novice","Calves","Gastrocnemius","Soleus",NULL,"Clubbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1761,"Double Clubbell Order Calf Raise",NULL,NULL,"Beginner","Calves","Gastrocnemius","Soleus",NULL,"Clubbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1762,"Clubbell Order Feet Elevated Calf Raise",NULL,NULL,"Novice","Calves","Gastrocnemius","Soleus",NULL,"Clubbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1763,"Clubbell Order Calf Raise",NULL,NULL,"Beginner","Calves","Gastrocnemius","Soleus",NULL,"Clubbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1764,"Single Arm Clubbell Order Feet Elevated Calf Raise",NULL,NULL,"Novice","Calves","Gastrocnemius","Soleus",NULL,"Clubbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1765,"Single Arm Clubbell Order Calf Raise",NULL,NULL,"Beginner","Calves","Gastrocnemius","Soleus",NULL,"Clubbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1766,"Bodyweight Hand Assisted Feet Elevated Calf Raise","https://youtu.be/JUDbOvgH6AQ?si=p3CkDDLIlKjuufVF",NULL,"Beginner","Calves","Gastrocnemius","Soleus",NULL,"Bodyweight","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1767,"Bodyweight Hand Assisted Calf Raise","https://youtu.be/HwG4_WIMB7g?si=ly2SGRWM5lHuzOHF",NULL,"Beginner","Calves","Gastrocnemius","Soleus",NULL,"Bodyweight","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1768,"Bodyweight Calf Raise","https://youtu.be/tg3HcGWhGN8?si=i7ZBKBUTgTovDmeO","https://youtu.be/_5R7wFS6l9o?si=it4x_lijASZb-Hin","Beginner","Calves","Gastrocnemius","Soleus",NULL,"Bodyweight","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1769,"Bodyweight Hand Assisted Foot Elevated Single Leg Calf Raise","https://youtu.be/5hkhz_nMuws?si=gPxN6_F1w9qQdHvy",NULL,"Novice","Calves","Gastrocnemius","Soleus",NULL,"Bodyweight","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1770,"Bodyweight Hand Assisted Single Leg Calf Raise","https://youtu.be/5hkhz_nMuws?si=M_cdEJeEYZLJJD6j","https://youtu.be/OG3OgpXsirQ?si=P1K2mbeIf5RN75wg","Novice","Calves","Gastrocnemius","Soleus",NULL,"Bodyweight","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1771,"Bodyweight Single Leg Calf Raise","https://youtu.be/AWBGE0PlYkI?si=INJvlHfbZ6BpG0RT",NULL,"Novice","Calves","Gastrocnemius","Soleus",NULL,"Bodyweight","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1772,"Barbell Front Rack Feet Elevated Calf Raise",NULL,NULL,"Intermediate","Calves","Gastrocnemius","Soleus",NULL,"Barbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1773,"Kettlebell Goblet Alternating Reverse Lunge","https://youtu.be/Q8s5KVgRjsI?si=LU2DAUzkwtjOm87N",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1774,"Double Kettlebell L Sit Flutter Kicks","https://youtu.be/bNmYhWaTtDE?si=0pRJsSgsFQN8tX9D",NULL,"Advanced","Abdominals","Rectus Abdominis",NULL,NULL,"Kettlebell","None","Midsection","Other","Compound","Calisthenics","4x20"
1775,"Double Dumbbell Front Rack Feet Elevated Calf Raise",NULL,NULL,"Novice","Calves","Gastrocnemius","Soleus",NULL,"Dumbbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1776,"Double Dumbbell Front Rack Calf Raise","https://youtu.be/nDJ9cjw2J7Y?feature=shared",NULL,"Beginner","Calves","Gastrocnemius","Soleus",NULL,"Dumbbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1777,"Barbell Back Rack Feet Elevated Calf Raise","https://youtu.be/-zJsdaS13fk","https://youtu.be/3UWi44yN-wM","Intermediate","Calves","Gastrocnemius","Soleus",NULL,"Barbell","None","Lower Body","Push","Isolation","Bodybuilding","4x12"
1778,"Tire Mountain Climber","https://youtu.be/-ouYHaP9g9g?si=qc9f_XLeK0tBdsDc",NULL,"Novice","Abdominals","Rectus Abdominis",NULL,NULL,"Tire","None","Midsection","Other","Compound","Calisthenics","4x20"
1782,"Kettlebell Goblet Walking Lunge","https://youtu.be/oV97EckMQlo?si=-UB0G60JaIQ6f-4v",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1784,"Kettlebell Horn Grip Alternating Lateral Lunge","https://youtu.be/hP0wET7bCog?si=trU9Rde7VACKCuEn","https://youtu.be/cdkgLvRQrds?si=646WtiitsMnlvkeL","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1785,"Kettlebell Low Hold Alternating Lateral Lunge","https://youtu.be/w6vfiCgfbXA?si=RhaJhv_PYjW4LLj5",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
1786,"Double Dumbbell Seated Feet Elevated Calf Raise","https://youtu.be/W5FNgQSaDfU?si=mrb4anmAuXMyWfuC","https://youtu.be/ldpodfZ7LWY?si=EH3iaPoAqbWcsd0W","Beginner","Calves","Soleus",NULL,NULL,"Dumbbell","Bench (Flat)","Lower Body","Push","Isolation","Bodybuilding","4x12"
1787,"Barbell Seated Feet Elevated Calf Raise","https://youtu.be/TyJOknODp8g?si=lIKKdyiWkncjpZtZ",NULL,"Novice","Calves","Soleus",NULL,NULL,"Barbell","Bench (Flat)","Lower Body","Push","Isolation","Bodybuilding","4x12"
1788,"Kettlebell Horn Grip Alternating Forward Lunge","https://youtu.be/fZeR04SyMnM?si=PcC3GMitpRy-d_N5",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Kettlebell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
